ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Weather_Condition_Encoded
A-3973216,Source1,2,2022-04-26 16:27:30,2022-04-26 17:45:30,39.963861,-86.002902,39.912462,-86.040491,4.072,Stationary traffic on Korean Veterans Memorial Hwy - IN-37 S - I-69 S from IN-238/Exit 10 (I-69) to 82nd St/Exit 1 (I-69) due to accident.,I-69 S,Fishers,Hamilton,IN,46038,US,US/Eastern,KMQJ,2022-04-26 16:35:00,52.0,52.0,50.0,29.33,10.0,W,16.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,22
A-3996528,Source1,2,2022-10-09 12:48:00,2022-10-09 13:18:00,34.197476,-118.953192,34.184228000000004,-118.914977,2.3680000000000003,Stationary traffic on Ventura Fwy S - US-101 S from Camarillo Springs Rd (US-101) to Ventu Park Rd (US-101) due to accident.,US-101 S,Newbury Park,Ventura,CA,91320,US,US/Pacific,KCMA,2022-10-09 12:55:00,73.0,73.0,66.0,29.94,9.0,WSW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,5
A-4029873,Source1,2,2022-11-18 07:46:52,2022-11-18 09:06:39,35.798711,-78.61095300000002,35.800904,-78.608518,0.204,Incident on N RALEIGH BLVD near HOUSE 1800 Expect delays., Raleigh Blvd,Raleigh,Wake,NC,27610,US,US/Eastern,KRDU,2022-11-18 07:51:00,30.0,30.0,85.0,29.89,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-4059494,Source1,2,2022-09-03 12:15:19,2022-09-03 13:32:42,40.890081,-76.791613,40.89069,-76.790991,0.053,Incident on N WATER ST near W ORANGE ST Drive with caution., Orange St,Northumberland,Northumberland,PA,17857-1637,US,US/Eastern,KSEG,2022-09-03 12:02:00,76.0,76.0,74.0,29.77,10.0,S,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,12.0,18
A-4075212,Source1,2,2022-12-11 17:19:00,2022-12-11 18:42:36,37.733066,-122.451148,37.733037,-122.453455,0.126,Incident on MANGELS AVE near HOUSE 618 Drive with caution., Mangels Ave,San Francisco,San Francisco,CA,94127-2342,US,US/Pacific,KSFO,2022-12-11 16:56:00,48.0,45.0,83.0,29.76,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,17.0,18
A-4079608,Source1,2,2022-10-04 14:40:00,2022-10-04 19:22:48,30.333137,-97.703766,30.357678000000003,-97.688294,1.93,Slow traffic on I-35 N from US-290/Exit 238 (I-35) to Rundberg Ln (I-35) due to accident.,I-35 N,Austin,Travis,TX,78752,US,US/Central,KATT,2022-10-04 14:51:00,90.0,90.0,19.0,29.32,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,5
A-4082450,Source1,2,2022-09-30 16:01:15,2022-09-30 17:16:19,37.023669,-76.447315,37.022287,-76.446451,0.107,Incident on JEFFERSON AVE near JEFFERSON AVE Drive with caution.,Brooke St,Newport News,Newport News,VA,23605,US,US/Eastern,KLFI,2022-09-30 16:05:00,64.0,64.0,100.0,29.89,0.88,ENE,26.0,0.0,Heavy Rain / Windy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16.0,10
A-4087231,Source1,2,2022-09-19 16:48:54,2022-09-19 19:01:43,45.511661,-122.667194,45.512429,-122.667384,0.054,An unconfirmed report of a disabled vehicle creating a hazard has been received. Use caution.,Marquam Bridge,Portland,Multnomah,OR,97214,US,US/Pacific,KPDX,2022-09-19 16:53:00,85.0,85.0,27.0,29.78,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4087932,Source1,2,2021-12-30 08:36:00,2021-12-30 10:05:24,34.27284836752761,-118.35705399456808,34.274408367527606,-118.37650399456808,1.116,Incident on I-210 WB near WHEATLAND AVE Expect delays.,I-210,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2021-12-30 09:00:00,48.0,44.0,100.0,28.84,3.0,NW,9.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,23
A-4111429,Source1,2,2022-04-15 13:05:00,2022-04-15 14:20:56,30.19059061989693,-81.70451760253091,30.19180061989693,-81.70541760253094,0.099,Incident on US-17 near I-295 Drive with caution.,Roosevelt Blvd,Orange Park,Duval,FL,32073,US,US/Eastern,KNIP,2022-04-15 12:53:00,78.0,78.0,62.0,30.11,10.0,NE,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,13.0,18
A-4119239,Source1,2,2022-06-15 10:18:00,2022-06-15 11:39:33.000000000,37.924429,-121.621667,37.92512,-121.620571,0.076,Incident on OROVILLE CT near HAWTHORNE CT Expect delays., Oroville Ct,Discovery Bay,Contra Costa,CA,94505-2600,US,US/Pacific,KLVK,2022-06-15 09:53:00,76.0,76.0,36.0,29.46,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,5
A-4124122,Source1,2,2022-07-29 07:36:00,2022-07-29 09:47:00,33.661897,-111.999904,33.660586,-111.999931,0.091,Crash blocking the right lane on SR-51 Southbound near Union Hills Dr (MP 15),AZ-51,Phoenix,Maricopa,AZ,85050,US,US/Mountain,KDVT,2022-07-29 07:39:00,77.0,77.0,79.0,28.32,10.0,E,5.0,0.0,Thunder in the Vicinity,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,32
A-4124403,Source1,2,2023-02-22 16:51:35,2023-02-22 19:15:58,41.77473,-72.668366,41.764258,-72.667635,0.725,Crash (3 Vehicle) on I-91 Southbound between Exits 32 and 31. The left lane is closed. Reported Wednesday February 22 at 4:51 pm.,I-91 S,Hartford,Hartford,CT,06120,US,US/Eastern,KHFD,2023-02-22 16:53:00,38.0,34.0,73.0,30.14,10.0,NW,5.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,16.0,1
A-4136708,Source1,2,2022-12-08 20:04:00,2022-12-08 22:13:24,38.625231,-121.249974,38.624248,-121.248625,0.1,Accident on Gold Country Blvd from Coloma Rd to CR-E3/Hazel Ave., Gold Country Blvd,Gold River,Sacramento,CA,95670-8258,US,US/Pacific,KMHR,2022-12-08 20:10:00,50.0,50.0,87.0,30.06,9.0,SE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,1
A-4137233,Source1,2,2022-11-18 19:40:00,2022-11-18 21:57:02,37.976533,-121.248502,37.992303,-121.252703,1.113,Accident on CA-99 N from CA-26/Fremont St (CA-99) to Cherokee Rd (CA-99).,CA-99 N,Stockton,San Joaquin,CA,95215,US,US/Pacific,KSCK,2022-11-18 19:55:00,47.0,43.0,54.0,30.01,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,5
A-4141129,Source1,4,2022-12-27 00:50:23,2022-12-27 02:35:23,33.391338,-87.53554799999998,33.389754,-87.53784399999998,0.172,Incident on AL-69 SB near MM 159 Road closed. Take alternate route., Highway 69 N,Northport,Tuscaloosa,AL,35475-5236,US,US/Central,KTCL,2022-12-27 00:53:00,28.0,28.0,78.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,5
A-4162210,Source1,2,2022-08-26 15:48:32,2022-08-26 19:25:23,26.165882,-80.160264,26.121787,-80.168987,3.094,Slow traffic on I-95 S from FL-870/Commercial Blvd/Exit 32 (I-95) to FL-736/Davie Blvd/Exit 26 (I-95) due to accident.,I-95 S,Fort Lauderdale,Broward,FL,33311,US,US/Eastern,KFXE,2022-08-26 15:53:00,94.0,94.0,52.0,29.94,10.0,ESE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,22
A-4164763,Source1,2,2022-05-05 07:04:30,2022-05-05 08:36:52.000000000,35.88996500000001,-78.55654100000002,35.893541,-78.560478,0.331,Stationary traffic from Clarks Fork Dr to Capital Hills Dr due to accident., Perry Creek Rd,Raleigh,Wake,NC,27616-5605,US,US/Eastern,KRDU,2022-05-05 06:51:00,67.0,67.0,81.0,29.6,10.0,NE,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,1
A-4185509,Source1,2,2022-07-28 12:34:35,2022-07-28 13:03:35,42.733617,-73.698183,42.744547,-73.69730600000003,0.757,Slow traffic on I-787 N - NY-787 N from NY-378/Exit 7 (I-787) to NY-7/Exit 9 (I-787) due to accident.,I-787 N,Troy,Albany,NY,12183,US,US/Eastern,KALB,2022-07-28 12:51:00,89.0,89.0,52.0,29.48,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,18
A-4193339,Source1,2,2022-03-24 02:12:00,2022-03-24 04:30:28,34.036261,-118.321182,34.035022999999995,-118.335851,0.8440000000000001,Accident on Arlington Ave (I-10) from Crenshaw Blvd (I-10) to I-10 W - Santa Monica Fwy W.,I-10 W,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,2022-03-24 06:47:00,57.0,57.0,77.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2.0,5
A-4200796,Source1,2,2022-12-20 23:55:00,2022-12-21 01:13:45,34.068018,-118.176353,34.068940000000005,-118.175673,0.075,Incident on VALLEY BLVD near CAVANAGH RD Expect delays., Valley Blvd,Los Angeles,Los Angeles,CA,90032-3316,US,US/Pacific,KCQT,2022-12-20 23:47:00,50.0,50.0,86.0,29.96,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,5
A-4209368,Source1,2,2022-09-16 12:21:28,2022-09-16 15:13:06,40.132926,-74.721975,40.13265300000001,-74.722667,0.041,Incident on US-130 SB near DUNNS MILL RD Expect long delays.,US Highway 130,Bordentown,Burlington,NJ,08505,US,US/Eastern,KTTN,2022-09-16 11:53:00,70.0,70.0,46.0,29.98,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,12.0,5
A-4217765,Source1,2,2022-05-15 14:46:00,2022-05-15 15:08:30.000000000,25.685614,-80.161953,25.68448,-80.160154,0.1369999999999999,Stationary traffic from W Mashta Dr to Grapetree Dr due to accident., Crandon Blvd,Key Biscayne,Miami-Dade,FL,33149,US,US/Eastern,KMIA,2022-05-15 14:53:00,86.0,86.0,63.0,29.9,10.0,E,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,18
A-4225010,Source1,4,2022-12-08 06:39:00,2022-12-08 07:54:00,33.483531,-82.19517900000002,33.484246,-82.203526,0.484,Incident on I-20 WB near GA-388 Road closed. Take alternate route.,GA-402 W,Grovetown,Columbia,GA,30813,US,US/Eastern,KDNL,2022-12-08 06:53:00,64.0,64.0,96.0,29.75,6.0,WNW,3.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,18
A-4231177,Source1,2,2022-02-03 17:32:39,2022-02-03 18:24:16.000000000,25.727052,-80.383021,25.732654,-80.383214,0.387,Slow traffic from Miller Rd/SW 56th St (SW 117th Ave) to Coral Way/SW 24th St (SW 117th Ave) due to accident.,SW 117th Ave,Miami,Miami-Dade,FL,33175,US,US/Eastern,KTMB,2022-02-03 17:53:00,74.0,74.0,76.0,30.12,10.0,ESE,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,17.0,5
A-4238425,Source1,2,2022-01-13 16:33:50,2022-01-13 17:37:00,25.787391,-80.26423100000002,25.808318,-80.264261,1.446,Stationary traffic on FL-953 from FL-836/Dolphin Expy (FL-953) to FL-948/NW 36th St (FL-953) due to accident., NW 42nd Ave,Miami,Miami-Dade,FL,33126,US,US/Eastern,KMIA,2022-01-13 16:53:00,75.0,75.0,50.0,29.87,10.0,WNW,7.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,22
A-4247351,Source1,2,2022-02-21 04:57:51,2022-02-21 08:38:28.000000000,39.397919,-119.75792,39.384363,-119.754128,0.958,Incident on US-395 near LEMMON DR Expect delays.,I-580 S,Reno,Washoe,NV,89511,US,US/Pacific,KRNO,2022-02-21 04:55:00,28.0,23.0,96.0,25.36,0.5,N,5.0,0.08,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4.0,28
A-4247711,Source1,2,2022-02-09 15:00:30,2022-02-09 17:11:26,25.840751,-80.369437,25.839843,-80.370374,0.086,Slow traffic from NW 104th Ave to NW 70th St due to accident.,NW 74th St,Miami,Miami-Dade,FL,33178,US,US/Eastern,KMIA,2022-02-09 14:53:00,64.0,64.0,93.0,29.97,10.0,NNW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,1
A-4259647,Source1,2,2022-04-15 13:09:16,2022-04-15 15:17:44.000000000,31.783177,-85.95604300000002,31.783314,-85.953502,0.15,Stationary traffic on US-231 N - AL-10 - AL-53 - US-231 S from 1st St to Corman Ave due to accident., Highway 231 S,Troy,Pike,AL,36081-3001,US,US/Central,KTOI,2022-04-15 12:53:00,80.0,80.0,21.0,29.7,10.0,ESE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5
A-4262413,Source1,4,2022-12-08 05:00:00,2022-12-08 07:04:38,40.645389,-111.945807,40.644551,-111.939264,0.348,Incident on I-215 EB near UT-68 Road closed. Take alternate route.,I-215,Salt Lake City,Salt Lake,UT,84129,US,US/Mountain,KU42,2022-12-08 04:54:00,30.0,30.0,88.0,25.94,4.0,ESE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5.0,1
A-4265444,Source1,2,2022-08-16 16:56:00,2022-08-16 18:16:27,37.507146,-122.26372,37.505878,-122.262183,0.122,Incident on WALNUT ST near HOLLY ST Drive with caution., Holly St,San Carlos,San Mateo,CA,94070-2326,US,US/Pacific,KSQL,2022-08-16 16:47:00,86.0,86.0,35.0,29.73,10.0,NNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4280584,Source1,2,2022-05-18 17:12:25,2022-05-18 18:28:06,40.93965,-73.75323,40.921176,-73.77670400000002,1.769,Slow traffic on I-95 S from Fenimore Rd/Exit 18 (I-95) to Cedar St/North Ave/Exit 16 (I-95) due to accident.,New England Trwy S,Larchmont,Westchester,NY,10538,US,US/Eastern,KHPN,2022-05-18 16:56:00,70.0,70.0,27.0,29.43,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,5
A-4286934,Source1,2,2022-06-09 07:46:00,2022-06-09 09:08:46.000000000,33.865327,-118.200141,33.864859,-118.200025,0.033,Incident on LONG BEACH BLVD near W VICTORIA ST Drive with caution., Long Beach Blvd,Long Beach,Los Angeles,CA,90805-2172,US,US/Pacific,KLGB,2022-06-09 07:53:00,64.0,64.0,84.0,29.79,7.0,ESE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,7.0,1
A-4288436,Source1,2,2022-05-18 17:41:53,2022-05-18 18:01:53.000000000,33.448353999999995,-86.739113,33.442762,-86.731371,0.59,Slow traffic on AL-38 - US-280 E from Cahaba River Rd (Birmingham) (West) (US-280) to I-459 (US-280) due to accident., Highway 280,Birmingham,Jefferson,AL,35243-4184,US,US/Central,KBHM,2022-05-18 17:53:00,90.0,90.0,38.0,29.23,10.0,SSW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,1
A-4292951,Source1,2,2022-08-15 22:53:20,2022-08-16 01:05:12,41.240579,-73.118868,41.238924,-73.126215,0.398,ConnDOT: Crash (Vehicle Fire) on RT15 Southbound between Exits 53 and 52. The right lane is closed. Reported Monday August 15 at 10:53 pm.,CT-15 S,Stratford,Fairfield,CT,06614,US,US/Eastern,KBDR,2022-08-15 22:52:00,71.0,71.0,66.0,30.0,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,5
A-4296505,Source1,4,2022-06-02 15:48:04,2022-06-02 17:07:05,35.077781,-92.305922,35.077838,-92.305365,0.032,Incident on US-64 EB near US-64 Road closed. Take alternate route., Highway 64 E,Conway,Faulkner,AR,72032-7014,US,US/Central,KLRF,2022-06-02 15:46:00,70.0,70.0,100.0,29.57,10.0,NNE,12.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,15
A-4298943,Source1,2,2023-01-04 21:35:00,2023-01-04 22:54:37,38.591048,-78.426438,38.59170200000001,-78.427529,0.074,On Rt. 629 in the County of Page in the vicinity of Ida Loop Rd; Rt. 690N/S (Page County) motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed., Hollow Run Rd,Luray,Page,VA,22835-7127,US,US/Eastern,KLUA,2023-01-04 21:35:00,57.0,57.0,82.0,28.85,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21.0,5
A-4301468,Source1,2,2022-12-23 15:06:00,2022-12-23 16:25:22,36.34308457,-86.71469092,36.32085457,-86.70370092,1.653,Incident on I-65 SB near MM 97 Road closed. Take alternate route.,I-65,Goodlettsville,Sumner,TN,37072,US,US/Central,KBNA,2022-12-23 14:53:00,7.0,-7.0,55.0,29.64,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,18
A-4303343,Source1,2,2022-05-17 21:37:12,2022-05-17 23:41:04.000000000,46.142578,-92.887526,46.158234,-92.878937,1.157,Accident on MN-123/Exit 191 (I-35) from MN-23/Exit 195 (I-35) to I-35 N.,I-35 N,Sandstone,Pine,MN,55072,US,US/Central,K04W,2022-05-17 21:35:00,55.0,55.0,54.0,28.87,10.0,NE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,21.0,18
A-4305310,Source1,2,2022-05-11 18:17:56,2022-05-11 20:56:12,30.157546000000004,-81.550007,30.161936,-81.552276,0.332,Stationary traffic on I-95 N from Saint Augustine Rd/Exit 335 (I-95) to I-295/Exit 337 (I-95) due to accident.,I-95 N,Jacksonville,Duval,FL,32258,US,US/Eastern,KNIP,2022-05-11 17:53:00,76.0,76.0,58.0,30.0,10.0,ENE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,22
A-4306786,Source1,2,2022-12-19 08:42:00,2022-12-19 10:20:17.000000000,42.99207,-85.677012,43.002595,-85.675269,0.733,Incident on US-131 NB near LEONARD ST Drive with caution.,Richmond St NW,Grand Rapids,Kent,MI,49504,US,US/Eastern,KGRR,2022-12-19 08:53:00,23.0,16.0,85.0,29.39,10.0,WNW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,1
A-4308425,Source1,2,2022-09-20 09:23:00,2022-09-20 10:38:48.000000000,29.251665000000006,-82.72214699999998,29.252883,-82.72290100000002,0.096,Incident on SE HIGHWAY 19 near RD Drive with caution., SE Highway 19,Inglis,Levy,FL,34449-3984,US,US/Eastern,KCGC,2022-09-20 09:15:00,79.0,79.0,83.0,29.97,10.0,ENE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,22
A-4315288,Source1,2,2022-12-03 06:38:09,2022-12-03 08:20:24,45.011465,-93.062656,45.011703,-93.060847,0.09,Incident on MN-36 near EDGERTON ST Drive with caution.,MN-36 E,Saint Paul,Ramsey,MN,55109,US,US/Central,KSTP,2022-12-03 06:53:00,5.0,-10.0,70.0,29.6,10.0,NW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,5
A-4315727,Source1,2,2022-03-07 14:47:37,2022-03-07 16:54:10,25.734651,-80.335876,25.733032,-80.33534,0.117,Stationary traffic on County Hwy-913 - FL-976 - FL-973 from SW 38th St to SW 85th Ave due to accident., SW 87th Ave,Miami,Miami-Dade,FL,33165-5411,US,US/Eastern,KMIA,2022-03-07 14:53:00,81.0,81.0,72.0,30.08,10.0,SE,13.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,18
A-4325462,Source1,2,2022-11-15 16:41:00,2022-11-15 18:52:00,34.034591,-118.170433,34.028398,-118.172232,0.44,Stationary traffic from Valley Blvd exit [3B] to I-710 S due to accident.,I-710,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2022-11-15 16:47:00,64.0,64.0,37.0,29.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4325627,Source1,2,2022-07-19 15:38:30,2022-07-19 17:43:21,32.912334,-96.875194,32.919874,-96.851014,1.496,Slow traffic on I-635 E - LBJ Fwy E from Josey Ln/Exit 26 (I-635) to Midway Rd/Exit 23 (I-635) due to accident.,I-635 E,Dallas,Dallas,TX,75234,US,US/Central,KADS,2022-07-19 15:47:00,108.0,108.0,19.0,29.11,13.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,5
A-4334549,Source1,2,2022-04-27 13:43:47,2022-04-27 15:02:11,29.956405,-90.095253,29.955195,-90.096141,0.099,Incident on S BROAD OVERPASS near EARHART BLVD EXIT Drive with caution.,S Broad St,New Orleans,Orleans,LA,70125,US,US/Pacific,KAUD,2022-04-27 13:55:00,79.0,79.0,31.0,30.09,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5
A-4337547,Source1,2,2022-11-15 08:31:55,2022-11-15 10:18:10,33.002712,-80.09862700000002,33.012046999999995,-80.113208,1.063,Incident on I-26 WB near EXIT 203 Left lane blocked.,I-26 W,Ladson,Berkeley,SC,29456,US,US/Eastern,KCHS,2022-11-15 08:33:00,57.0,57.0,93.0,30.12,3.0,NE,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,15
A-4340736,Source1,2,2022-04-01 21:14:30,2022-04-01 21:43:00,26.142525,-80.169749,26.129171,-80.169526,0.923,Slow traffic on I-95 S from FL-816/NW 31st St/Exit 31 (I-95) to FL-842/Broward Blvd/Exit 27 (I-95) due to accident.,I-95 S,Fort Lauderdale,Broward,FL,33311,US,US/Eastern,KFXE,2022-04-01 20:53:00,80.0,80.0,81.0,30.0,10.0,S,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21.0,22
A-4345656,Source1,2,2023-02-04 19:08:00,2023-02-04 19:35:30,37.408767,-122.070774,37.405391,-122.056619,0.8109999999999999,Stationary traffic on US-101 S - Bayshore Fwy S from Old Middlefield Way (US-101) to Ellis St (US-101) due to accident.,Norman Y Mineta Hwy,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,2023-02-04 19:15:00,57.0,57.0,77.0,29.96,10.0,SE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,18
A-4347630,Source1,2,2022-10-11 18:05:41,2022-10-11 18:42:40,45.101978,-93.456682,45.121977,-93.482165,1.858,Slow traffic on I-94 W - US-52 W from I-494 (I-94) to CR-30/95th Ave/Exit 213 (I-94) due to accident.,I-94 W,Maple Grove,Hennepin,MN,55311,US,US/Central,KMIC,2022-10-11 17:53:00,79.0,79.0,44.0,28.6,10.0,S,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,6
A-4348434,Source1,2,2022-08-17 11:18:00,2022-08-17 11:38:30.000000000,32.71793962,-117.11328149,32.71668962,-117.12010149,0.406,Slow traffic on CA-94 W from Home Ave (CA-94) to CA-15 (CA-94) due to accident.,CA-94,San Diego,San Diego,CA,92102,US,US/Pacific,KSAN,2022-08-17 10:51:00,77.0,77.0,71.0,29.9,10.0,W,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,22
A-4356948,Source1,2,2023-01-17 09:30:00,2023-01-17 11:43:19,37.576978,-122.32048600000002,37.57773,-122.321311,0.069,Accident on Bayshore Fwy N - US-101 N from Dore Ave (US-101) to Poplar Ave (US-101).,Bayshore Fwy N,San Mateo,San Mateo,CA,94401,US,US/Pacific,KSFO,2023-01-17 09:56:00,51.0,51.0,71.0,30.03,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,5
A-4358874,Source1,2,2022-08-18 14:51:00,2022-08-18 17:02:09.000000000,41.145366,-121.646858,41.145702,-121.647036,0.025,Accident on CA-89 from Rim of Lake Rd (CA-89) to CR-A19/McArthur Rd (CA-89)., State Highway 89,Burney,Shasta,CA,96013,US,US/Pacific,KRDD,2022-08-18 14:53:00,105.0,105.0,16.0,29.29,10.0,NNE,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,5
A-4366723,Source1,2,2022-08-30 11:49:46,2022-08-30 13:07:47.000000000,37.639443,-77.406287,37.640585,-77.40820699999998,0.131,Incident on I-295 NB near MM 41 Right lane blocked. Expect delays.,I-295 N,Mechanicsville,Hanover,VA,23116,US,US/Eastern,KOFP,2022-08-30 11:54:00,91.0,91.0,52.0,29.71,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,5
A-4370201,Source1,2,2022-03-14 01:43:21,2022-03-14 03:19:09.000000000,42.28010058382854,-87.91192173915907,42.26566058382854,-87.90683173915905,1.031,Incident on I-94 EB near IL-176 Right lane blocked. Expect delays.,Tri-State Tlwy,Libertyville,Lake,IL,60048,US,US/Central,KUGN,2022-03-14 01:55:00,38.0,38.0,79.0,29.3,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1.0,1
